ID,label,type,buyer_type,city
RO_body_3da0ef3893eaa62b672384d1380ff92afdbdd8e435f7610eee642c7608de4efe,Modern Impex S.R.L.,bidder,,Pitesti
RO_body_1ac35921ea2064a58f908833cccf3235e680f82187a997edaa849812784ad060,Moira Servcom S.R.L.,bidder,,Suceava
EU_body_6bd91f890df6ca6501bdcb74bfeb975c397682cc497ca7411b2bc46109e38592,Mol Romania Petroleum Products S.R.L.,bidder,,Cluj Napoca
RO_body_8025ac118ce4c5c907d0f0699ab21de4206207bbb3204b841fc7345a57f73112,Moldedil Design S.R.L.,bidder,,Iasi
RO_body_b0c7446f370196adf46f16149dc36f5391812352f24522ff670c9ce4c651d80f,Moldo Energy Construct S.R.L.,bidder,,Bacau
RO_body_75afac713110454a6f9310e4915a962c7c64e2ec4223f53388629da99e2e2727,Moldotrans Auto S.A.,bidder,,Iasi
RO_body_3ef80b10b184cb1623dbd093b433932fe788fe4a5867581b74c64ddea5a89ae0,Moldways S.R.L.,bidder,,Iasi
RO_body_ef741eaec35fc3cfb36b2c0ea18b589d6146206a94037bdb7136c1007694aa7a,Mondo Confex S.R.L,bidder,,Buzau
RO_body_d928c811551c064dc3145be0638f32e5cbbf5227d7af0652ab532acdbb3efba1,Mondo Engineering Consult S.R.L.,bidder,,Bucuresti Sectorul 3
RO_body_507617daca5d0733d588b4622644d09648eaebefeee75e55843134dddd078834,Mondo Industry S.R.L.,bidder,,Piatra Neamt
RO_body_f54fa11fa5324f873063d46090945312a90df8a56541b0a5369708c33975a8f8,Mondo Medica Line S.R.L.,bidder,,Bucuresti Sectorul 4
RO_body_6428ff4fa4e99ca6ae3d9be7d55422150444276c1d491b3181149493341373e8,Mondo Medica S.R.L.,bidder,,Bucuresti Sectorul 3
RO_body_fb51f9d8befc43376ddf7214ccec46777d384cddd527a1ba7a9556b823dccb90,Mondo Tech S.R.L.,bidder,,Bucuresti Sectorul 2
EU_body_f6e7483b500cf91cd5c4c380cb650aea3f6131fb2204fb5a47fb39091b7d02e5,Mondo Trade Srl,bidder,,Targu Mures
RO_body_d9472bb258c8c810cba21de4f74b7fd30cc40ab1f9b5d74199f919b63eb9e77a,Mondochim S.R.L.,bidder,,Craiova
RO_body_c2b17be5f340e81db31e6a71e462df5eca6a7a72cad0159afcce7606f02210c1,Mondopad Partener S.R.L.,bidder,,Iasi
RO_body_d907053f484f059fd92db8d751366e390a15039fcdbfe6b745e509801747cbab,Mondopad S.R.L.,bidder,,Iasi
RO_body_26963cc46caf1a521099ce09cf9c21ff81f7a3a8e901fa6c189ab59c7f70ba3e,Mondosoft S.R.L.,bidder,,Ramnicu Valcea
RO_body_a5bc0515d953a404942b2b020ea1cf1deab49023beaddad5c7e8b86275fb013a,Moni Forest S.R.L.,bidder,,Arad
hash::group_RO_body_c8b7b2985e9c5250035d9a22b7956342e70c1e5cad5c9fb1b3822556a14d2a54,Monica Design Impex S.R.L.,bidder,,Bucuresti
EU_body_6f262704c1185ff2fdba1958c2d6deee1d2c3febda556f32ea6eac0a47581e09,Monica Design Impex Srl,bidder,,Bucuresti
RO_body_7d88cf5c83b07f3a487fa847739fdf8c25926f65697aaeed0d14030b4a5aa06f,Monmedica International System S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_f42e3d5d9d772e005cfb12f1dc5f2c4cbafb7e9a0ebd81258e072a208101d949,Montaj Paladiu S.R.L.,bidder,,Targoviste
RO_body_2d72134b31438212c4380776aba6814cfb0d4edeeb5a63a8cba2a0bd87f884eb,Montec Impex S.R.L.,bidder,,Ploiesti
EU_body_437bd44c7853e49382932777e4fe1342adf0f65d59aca235b86c7f825ba68d5d,Montero S.A.,bidder,,Bucuresti
EU_body_50fcc7c2719046c78ba16def24452de7ab22b82949769fb32c42a8e82bb82c96,Montero S.A.,bidder,,Bucuresti
RO_body_8c4315df9b9aec006dc7b6ee309f3860bf5bbe72acb18f5bbc4438410d6ba77c,Montero S.A.,bidder,,Bucuresti Sectorul 6
RO_body_fb57ba1e0311fa06100fdf7cca31e35b11055ff6d69a5843f7f820a0d0fea4dc,Montini S.R.L.,bidder,,Galati
EU_body_84ead3817674d525c1f1929cac7d661eecb210720054fa01880b72e41f51babf,Mopan S.A.,bidder,,Vaslui
RO_body_aa62b18ca1acdcc82235d1b8498718f7d82f2254f6b57c8e7e97632d9034e5d8,Mopan S.A.,bidder,,Vaslui
RO_body_8d328b995e8c616759f6d9cdeabff305d52a37f19cbb7bec777b6313c9cb0462,Mopeka Impex S.R.L.,bidder,,Timisoara
RO_body_49981bc53b3968516305e3f7f6b4cd2ac742e73164aa8af297d222c6f3e1297e,Mora Toner S.R.L.,bidder,,Resita
RO_body_5e5f10d4ad94919609bc22710044afb33d247f6b6d60503a6c4d2f7eb98b7fc9,Morarit-Panificatie Baneasa S.A.,bidder,,Bucuresti Sectorul 1
RO_body_2371daac38bb019e1152d6855757d0f6e36c17b6df90ad0d28554a526efdc5df,Morariu V. Vasile Inspector Santier,bidder,,Bacau
RO_body_b13e138852d0d3fdd904763cd0c9402371da707126d9bf31ca7e227a037ab681,Moriah International S.R.L.,bidder,,Bucuresti Sectorul 5
RO_body_d0ac173dfbe9a78aa5cad06aa8279c4ef05a25edfad66850b82098abe5a80d30,Morpheus Grup S.R.L.,bidder,,Bucuresti Sectorul 2
EU_body_b8647d7860172904e5a64041683baaae28bde0f0d5f62af46d913cc504ec86a9,Motexco S.R.L.,bidder,,Iasi
hash::group_RO_body_24ff1d4c01aef0cd66740a33a41e1d2d8722fb563e9b937c7c11b6bf8bf083c6,Motor Grup S.R.L.,bidder,,Vaslui
RO_body_8c3e2e69a0699d17f0ce9f7af1d614cceb4232b00d1afd28581b9ee4cde6bc78,Motors Romselv S.R.L.,bidder,,Constanta
RO_body_cee5ca4a4764de6bd94cfbd7d376d418a3bbd6357c7f5035f7df02d1c23fa9e5,Motto S.R.L.,bidder,,Brasov
RO_body_8ca45c3357a671ce7b7627ab57f1284fdbd31d6709c56c214cc90d695a558300,Motus Cee Srl,bidder,,Bucuresti
RO_body_ddc2c5ce9cf98626a7606dfe6d07c027da0d7fcbd84e2fc054cef41f58e69862,Movacom S.R.L.,bidder,,Braila
EU_body_f7cd16f92194c1db48aa62e459f4a5d19f3491381b4b0bdb637941def0a05da1,Moviplast S.A.,bidder,,Craiova
RO_body_5186c67150ab6ea68843e187bb3654e452cb282429cf39bf219752d6f82b010d,Moviplast S.A.,bidder,,Craiova
RO_body_6fdf619f364bd74cec9bcdf79d5a36664909bf1f4f36e478533d04ddc241a6ca,Ms Home S.R.L.,bidder,,Timisoara
RO_body_f5ef4cf8041fed97796a9c693ed2ff2700b2cf75b94baf84897584bca18f2fbd,Mtb Estcon S.R.L,bidder,,Iasi
RO_body_279dfe19d647d426a3ef752abb943384181594a108662692fac506d97ac3d66d,Mtm S.R.L.,bidder,,Ramnicu Valcea
RO_body_c3d6e0d346d53f79c029b7bb99366679a2a8338870f73287873cf89b09adb321,Multi Consulting Group S.R.L.,bidder,,Brasov
RO_body_b2107f96e11496cf13a2b113f0315780015829a1187f9481ff44e8bce0c948f9,Multi Lab S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_8c3409e4b10280b63e28dbd774c0b888a8a0a09a8d1ceb912e70b696a768b247,Multi Masimex S.R.L.,bidder,,Bistrita
RO_body_16390960c16fac43e235fcfe1940e98111d43f71ca6c54276e94f95dca59447d,Multi Sistem S.R.L.,bidder,,Deva
RO_body_f04253c33a403536751b88bfc0432e52b9a7fc68d096cf9e1ed257b13c6e1c79,Multi-Media Prod S.R.L.,bidder,,Bistrita
RO_body_19dbefc4b32dbf19af4511c278b898a0a4c151f31afafb67d6d4ce3112fd5ed8,Multimedia S.R.L.,bidder,,Ploiesti
RO_body_ce09b5a8a8c70d835a291e29937997f6a9720073e37057cfa67eb4ecb2894df7,Multinet S.R.L.,bidder,,Baia Mare
RO_body_a589d6c9c07728b1ee6bf24a1558a4722face4b48fe653a1892c3f81b93b6fb2,Multiservice S.R.L.,bidder,,Bacau
RO_body_ea0652fab1b1f42c277af0df8d85d691c091a1a2fa1390294ce5f106c9620acb,Multiservice Trading International S.R.L.,bidder,,Bucuresti Sectorul 2
EU_body_46da4b4e88cce8441a3551228eae1b326ceece22515abcf8a5a839512a902099,Multisistem Grup Srl,bidder,,Bucuresti
RO_body_5b334f3f14f6052a0e17002a771bc633e1ebb23c8d16780924ba33c12812b10a,Multitraining S.R.L.,bidder,,Oradea
RO_body_e75ead7de12aea49dad52fb4df7768fab325816de42888d5b42c59774bd4dac9,Munca Si Productie Societate Cooperativa,bidder,,Slobozia
EU_body_5aa78cedbcdb76ee110414cd9c76ac21890940070e94d119969a85445ec84379,Municipiul Alba Iulia,buyer,REGIONAL_AUTHORITY,Alba Iulia
EU_body_4ac41e77c794f7753455c6353f8d83c91edfc6720f48070e2e2336791e0073bb,Municipiul Alexandria,buyer,REGIONAL_AUTHORITY,Alexandria
EU_body_551367b081a5f7ebc3d0bad3598d3d31802b7926fa55ba13d27bec013871dc5a,Municipiul Arad,buyer,REGIONAL_AUTHORITY,Arad
EU_body_a33e6e892c4b23dcce46733df5106ba1ac7ab14cbfdc031a630e4ab5d195060b,Municipiul Bacau,buyer,REGIONAL_AUTHORITY,Bacau
EU_body_adad563c6bede04dfc56f9a9ea342ff214969d187a9f8d075238f8108888b47c,Municipiul Baia Mare,buyer,REGIONAL_AUTHORITY,Baia Mare
EU_body_d5e63c0da067b6638a3833eb9c7cd69061bcb4c8beaeffb108bc590db435d54d,Municipiul Bistrita,buyer,REGIONAL_AUTHORITY,Bistrita
EU_body_e5fc2937fdc4af6cca9f8653c9993db944ebbf986314f20869d070059c8e0192,Municipiul Botosani,buyer,REGIONAL_AUTHORITY,Botosani
EU_body_8c1d6b5b6c2e31258f2dbbd79a3574bd1851d084081dc6894fac3e8407b9fc57,Municipiul Braila,buyer,REGIONAL_AUTHORITY,Braila
EU_body_b14d07a5718102299c8d5eb1ad34bf1cd3585e5eeed2bea932f11114d0611e17,Municipiul Brasov,buyer,REGIONAL_AUTHORITY,Brasov
EU_body_43831db06933dc166761424030d1cf2553fd10d87c0ef3f3f41173689f40b5d1,Municipiul Bucuresti,buyer,REGIONAL_AUTHORITY,Bucuresti
EU_body_6c06b58443d7fc7ba093e42bc554e80607af9eaeb7ad41a4213a6944d1cc83b6,Municipiul Bucuresti,buyer,REGIONAL_AUTHORITY,Bucuresti
EU_body_42e5a20c68e746f3a42df3c364fa74573cbd4f1e301561edfca45bc9853c8263,Municipiul Bucuresti,buyer,REGIONAL_AUTHORITY,Bucuresti
EU_body_727906b114007770fa81fbb8254183020874df15cf2fdccd736e170fef71b1ed,Municipiul Bucuretˇti,buyer,REGIONAL_AUTHORITY,Bucuresti
EU_body_179d3526d84bd2b11c7dbfcf0ecb6aadba212dd42be1429d7710ecce11aaf588,Municipiul Buzau,buyer,REGIONAL_AUTHORITY,Buzau
EU_body_22688c5cde84390f31b2d3b696263fd40a072195af830233c89c903ee015164a,Municipiul Cluj-Napoca,buyer,REGIONAL_AUTHORITY,Cluj Napoca
EU_body_ec4b8347e7a589bea4bdc7cb94981b77e6ea6946067838e9c78061a4e746abd4,Municipiul Cluj-Napoca,buyer,REGIONAL_AUTHORITY,Cluj Napoca
EU_body_277b3bb2786f772b04883633a591b842f23a76916c5bf0b6218afd23447706a8,Municipiul Constanta,buyer,REGIONAL_AUTHORITY,Constanta
EU_body_becb578fe31b579b9f04aff766355302c5fabd0eb4e476294abed82da83ce1ef,Municipiul Craiova,buyer,REGIONAL_AUTHORITY,Craiova
EU_body_d186fd7b9281d485def4e106515f14179ac52e674411e513909e8ef7ab95ddaa,Municipiul Craiova,buyer,REGIONAL_AUTHORITY,Craiova
EU_body_62e389872403fff5bfd06b433efefaea17c4052f6b71bdbcbbf273fdf44bee3d,Municipiul Deva,buyer,REGIONAL_AUTHORITY,Deva
EU_body_e02833de6e0f96a9c039d910242abf353f6eeed59181e5998c645347243c5a16,Municipiul Deva,buyer,NATIONAL_AUTHORITY,Deva
EU_body_93d218e490fa97542bb949b5db3bdc83b80f8438d8987e6aac956bf36380ae6a,Municipiul Drobeta Turnu Severin,buyer,REGIONAL_AUTHORITY,Drobeta Turnu Severin
EU_body_b94f1a21d7a052b793b4d4548d4e29e482933f4a4513f977393065e22e7c2fc2,Municipiul Drobeta-Turnu Severin,buyer,REGIONAL_AUTHORITY,Drobeta Turnu Severin
EU_body_28be88c5839cfbde5ce4c8ff20e327951d3b92ba50e98ed7429ceff412555bad,Municipiul Focsani,buyer,REGIONAL_AUTHORITY,Focsani
EU_body_de33aa3fb7e617c694407da915254f885c173e17b31c79c348296e61d70ab7ff,Municipiul Giurgiu,buyer,REGIONAL_AUTHORITY,Giurgiu
EU_body_91adc443449a433bb96edf977f39f34dd5162ec6d302aa5ad9da96094bb7a6e2,Municipiul Iasi,buyer,REGIONAL_AUTHORITY,Iasi
EU_body_6ab31bcebb131de6af589c88f52d99859fee983f3b80b10af35b1edd8d157b67,Municipiul Miercurea Ciuc,buyer,REGIONAL_AUTHORITY,Miercurea Ciuc
EU_body_ac9b9a0e1d8cf1b2071786b8a24d8e391a622a7723bf8f2d36b5f65ce0e3a106,Municipiul Oradea,buyer,REGIONAL_AUTHORITY,Oradea
EU_body_82651555dd01292937b377bdb989278e96fcb3bb08164e2dd6a99a15ebadbb50,Municipiul Piatra Neamt,buyer,REGIONAL_AUTHORITY,Piatra Neamt
EU_body_60524884850898c201bc8b3c6de9955244adfc45bb4a03ca7313eb9fe51e2fb2,Municipiul Pitesti - Consiliul Local Al Municipiului Pitesti,buyer,REGIONAL_AUTHORITY,Pitesti
EU_body_b75bf2f636bc3641cb4792ad93f89a159b06d0dcae96be687eaf76ef1eacc0c6,Municipiul Ploietˇti,buyer,REGIONAL_AUTHORITY,Ploiesti
EU_body_48298a050d1bc0aad9084a94f6c4519909de161df9c5d0384e8c83694fdfc4ed,Municipiul Resita,buyer,REGIONAL_AUTHORITY,Resita
EU_body_b59eef8c9b36d6cf99fa8f372f2e2e4decbd7149aed84651d9b353c4683d3282,Municipiul Satu Mare,buyer,REGIONAL_AUTHORITY,Satu Mare
EU_body_272b20434d205f86ca87dd69db243c7ad4f15af0492bdf60ebbf3393a81d6a33,Municipiul Sfantu Gheorghe,buyer,REGIONAL_AUTHORITY,Sfantu Gheorghe
EU_body_97213d9b7bb7b7e6d0e6300176138606285b5a57da706d67487e47dc885dd5a9,Municipiul Sibiu - Consiliul Local,buyer,PUBLIC_BODY,Sibiu
EU_body_965cfb53ffb583578c7353af1b7d3386ab15a3e86d9324396c22e85267f7e71c,Municipiul Slatina,buyer,REGIONAL_AUTHORITY,Slatina
EU_body_b7268cc3416fc7eee75625e302226f4d80b069bc31a979458cb414cf6ff98dc5,Municipiul Slobozia,buyer,REGIONAL_AUTHORITY,Slobozia
EU_body_c57b7ece93b80890bde87d97e1e2585e4587b274a128b7bc62897f1b8b14bec4,Municipiul Targoviste,buyer,REGIONAL_AUTHORITY,Targoviste
EU_body_5bd08e35e1a569952c1adc59f7f1e8c27dab238e69c01bf61195e03fc5eff806,Municipiul Timisoara,buyer,REGIONAL_AUTHORITY,Timisoara
EU_body_335856d040cced9c442728ca38eda54514cf0841cdeb49257a905993d406af9c,Municipiul Tulcea,buyer,REGIONAL_AUTHORITY,Tulcea
EU_body_b345cdd5d8e1104f39cd716ffc80a081abf9692ad7b0dafb9c443367eefd9cc0,Municipiul Vaslui,buyer,REGIONAL_AUTHORITY,Vaslui
RO_body_3265f361f1ba7fc2d8c1809a5619e23fd1c9da595e670c63818ed335f0002a09,Munplast S.A.,bidder,,Bucuresti Sectorul 6
RO_body_fa49b623830e86b8229e74748422193bb0515c84d5d7084e813ca740c5e81e06,Munteanu C.Maria-Silvia-Cabinet Individual Medicina Muncii,bidder,,Iasi
RO_body_d9c2cf8b5267427b3a640787ad0da00f6645b7b6fe110ed10f60b19faaa3b4a5,Muntenia Grup 2003 S.R.L.,bidder,,Pitesti
RO_body_19138b6ba0042afd64be88bc88d1a0fecf41a3f9b602435dd413dbeba1e24f10,Murariu Simona S.R.L.,bidder,,Resita
RO_body_b814a6825194e92a2abec46a7bfd5f1733e4bbff25f6efeec3595539959a564d,Murariu Trading Company S.R.L.,bidder,,Resita
EU_body_9931f2d3592f9765443a542c598895492b83a88db0c9166f4c8a6e783c4cf978,Muri Benz Oil Srl,bidder,,Targu Mures
RO_body_0be8290bfec1c51e1fddc23f17927033e8dfd19e4f5d18da68e2912ec596cbcd,Muricom S.R.L.,bidder,,Targu Mures
RO_body_867f78b51be57ddd249d641316cccf4454413af4188940f1e114076dbe170d1b,Musatinii S.A.,bidder,,Suceava
RO_body_b5d6dceee0026702ccecbea02b7b85b342016451d484013863d0ba4d9031b855,Music World S.R.L.,bidder,,Sibiu
RO_body_de894be6a1035c061ef4d85cf969a73c75ca7da25f8d7fb0886f2a25c71fe54f,Muso S.R.L.,bidder,,Iasi
RO_body_c322aa67fbc4fad19d9cff98d2a248b11f5df731a04fb6a25c0f52e985b4f371,Muvi Impex S.R.L.,bidder,,Sibiu
EU_body_c322aa67fbc4fad19d9cff98d2a248b11f5df731a04fb6a25c0f52e985b4f371,Muvi Impex Srl,bidder,,Sibiu
EU_body_2bdddc9bae5b687f43318fd3461b62d1f84c26bbf5d8cfc7b9df2f9945d4d9b3,Muvi Prest S.R.L.,bidder,,Sibiu
RO_body_46a0d8971f357cb451b2e7ec49723dd81740dc19c7cad65d78cb05b5d6d9c85f,Muza Trans S.R.L.,bidder,,Bacau
RO_body_acdc5312bad8357b0eea577bf921a92cf040e0797f08e9328db7069fae54340c,Muzeul Brailei,buyer,,Braila
RO_body_5306250de2a31141e447bba02da049e32dfdfa270db148562ce131312138803a,Muzeul Judetean Satu Mare,buyer,,Satu Mare
EU_body_08a26dab18e0b610fcd22a0f4f6919083e4efb2075435182f01df6bba14cbe8d,Muzeul National Al Carpatilor Rasariteni,buyer,OTHER,Sfantu Gheorghe
EU_body_63d49b7458662a92275c24c6bca3e57b2d9b4ee83b880ef9d2936307fc9919fe,Muzeul National Brukenthal,buyer,PUBLIC_BODY,Sibiu
RO_body_76dc80d90259212105e8506c0486f1eb8e458a2ba6242eff6aae923d1c022886,Muzeul National De Arta Al Romaniei,buyer,,Bucuresti
EU_body_ec5d85872185a9be35a378c91b5f735e25a91f86776cc6a46d18f30f59969edb,Muzeul National De Istorie Naturala Grigore Antipa,buyer,OTHER,Bucuresti
RO_body_4f95d4d290886d82e98cf29762a3fb9425d74fddfa01e5d20078efb004076415,Mvd Comaliteh S.R.L.,bidder,,Botosani
RO_body_e9d2b110200ac1fecb7b100efd933e900ea22cacdc325302b961ced27ab3c719,My Construct S.R.L.,bidder,,Cluj Napoca
RO_body_729eabe618b42c051bd9354a1f1b50584a3fd3721b748ad6c2673b449dadbbf3,Mycar Global Trading S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_916303eba71aaf6097bd67ebd1cbfa48bd8e0b1dea89235302f2c353caf45986,N.A.N.A. Impex S.R.L.,bidder,,Arad
RO_body_e6dcd6cb214b1ef9165c3073e14c30a884e4333e930ab76beecaf6d60aad55d0,N.B Trading 93 S.R.L.,bidder,,Bucuresti Sectorul 3
RO_body_ebc327b1718685187bd66b1498d50b759a4632a5096382d53c8ee9608c330764,Nadival S.R.L.,bidder,,Brasov
RO_body_17e151ff81f5c680782b7288bf686c402643a8fe63cbdf64e644d22a3455a822,Nadmar Consulting S.R.L.,bidder,,Bucuresti Sectorul 4
RO_body_d20fe01cc850decaffc3538c61372e249b50a85b9060597cb3a24063b42dc0fc,Nafka Grup S.R.L.,bidder,,Bucuresti Sectorul 1
EU_body_3d528f7aab86b47ceb9fc068583a69ff360e74e3ccc3563a5864eed01b8769f9,Nakita Prod Comimpex S.R.L.,bidder,,Targu Mures
RO_body_9e8dc628dc535aca11bb1ebcc293cfe5b6fe5e2730b31df5593f4bcbed727c2c,Nana Serv S.R.L.,bidder,,Piatra Neamt
RO_body_c2ee07add1f76aa9b1499cda351c66d0b3e26c1fbd8e9497e3cb8e9ba1febae0,Nangrup S.R.L.,bidder,,Braila
RO_body_3a3b07342f5f9d61f86b23d9ae7dbc5c88115be8533bda7666c7b2ed17a2d6c3,Napo Dis S.R.L.,bidder,,Cluj Napoca
RO_body_18f6f9f3662f48dc5ce8aa3614c7ba54bae1244208aa3d414aaab785e0c1f269,Naposenz S.R.L.,bidder,,Cluj Napoca
RO_body_65d7e99572ff8cb89484ee13d0ec5cfb9369f57d7e318157a1e8cd9e191997ef,Narcisa-Mob Design S.R.L.,bidder,,Tulcea
RO_body_67322493b4c15615f6b4cafcb59cf98d764c573a1a41cc3baf3db56d9f361c41,Nasiv Com S.R.L.,bidder,,Slobozia
RO_body_9ffed27a1dc2bef8e071c3db5fa2330926e63a45792e342d30bb91417d68add1,Nastimed Serv S.R.L.,bidder,,Cluj Napoca
RO_body_24563a4a5870224ff239eb1db35ece2ccc5ae79a167737d1603d924ec8092c62,Natural Impact S.R.L.,bidder,,Bucuresti Sectorul 4
hash::group_EU_body_bdca493bdcb90024cdb749338aa423eb341ac6aa2365466c5f1a99e9165b34af,Navtron S.R.L.,bidder,,Constanta
EU_body_bdca493bdcb90024cdb749338aa423eb341ac6aa2365466c5f1a99e9165b34af,Navtron Srl,bidder,,Constanta
RO_body_fcf5af3c0e44bf731f5a145ca09a9d32f60a06f4e0ad94b85b6aa4b410359f90,Nbrol S.R.L.,bidder,,Galati
EU_body_bb40e90b37232c8413d6a709dd10fcf230075fe72136030530054e908c3546dc,Ncd Image S.R.L.,bidder,,Bucuresti
RO_body_408152beffda6fb67a5a8bf1260b5fc990e103b04b0c582091d9d8218c843d81,Ncd Image S.R.L.,bidder,,Bucuresti
RO_body_e2fea07948070ede33157fdd09e6f8b48a401f79caffdca85e40058b0fa25d1b,Nch Romania Produse De Intretinere S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_97f516a90c3bbd7c3929f96510a108a971eec4c9de5dcb4937aac69fec85c664,Nedo S.R.L.,bidder,,Iasi
RO_body_352519bbab5f64ac6480d15b96874567adef20b78521e871905902606ee180e0,Negera Societate In Nume Colectiv,bidder,,Bucuresti
RO_body_f98757b16c49b8a9aa91f61843610189b8ee6d79eb04b90bb006d67230a46fda,Nelia Bancu S.R.L.,bidder,,Calarasi
RO_body_5b10bbce680c4eaf58d026ea294fe4043b62cd8a6308ee3d593c733548e3ea32,Nelifloris Agro S.R.L.,bidder,,Braila
RO_body_ae5a2ca0b1bb20c59844e997a348b53b8a8eaf308bcece133bc45480209df0c6,Nelsamar S.R.L.,bidder,,Brasov
RO_body_7c149e71c1d15839d3bd79f3c6c49a98b947fb93667677785740df30131b72fc,Nemes S.R.L.,bidder,,Baia Mare
EU_body_ef401b6ec64e87ea9f2b5ec667d36b6ec6a7d4f2912a1491113839d52ef0ba2e,Neo Construct Industrial Ag S.R.L.,bidder,,Pitesti
RO_body_1e6b7e413527480424e5e6e4dee8b7013a74f5a5dc5e93b4c6ae09f4d22f5b26,Neoland S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_ed8fa1b1c66b0d8d82b961e646bba75286274c864ff38895e60abe2e4b14a636,Neomed S.R.L.,bidder,,Oradea
RO_body_ebf232e24847ceaff36a376674d77cb98e8b047cb5c2668902c274ae5367f110,Neon Lighting S.R.L.,bidder,,Cluj Napoca
RO_body_dd46d1baf40aad53fb26dde232e26e67418ca8579c34271b405c6ea5d1f53f9e,Neon Service S.R.L.,bidder,,Bucuresti Sectorul 6
RO_body_1350b91dffe8d4598ce70b26f17b8a0814ff0bdd082ac032ae5be2a668c27f72,Neoprint S.R.L.,bidder,,Galati
RO_body_9e5f6693cd2db328922b53c774517a84a1c7014c41a1ccb657142820afd10f3f,Neostil S.R.L.,bidder,,Cluj Napoca
EU_body_5003301b254396081e833af2251342c4bb8cbfe15fe1d79997d51362ebbe6b8d,Neotech S.R.L.,bidder,,Bucuresti
RO_body_15fb107f94027815255078bb1ab92bda292a2d8b5e861a08f87e88a3392814ba,Neotech S.R.L.,bidder,,Bucuresti Sectorul 3
EU_body_9d9761fc63563700e4968995f83c0330aa9c15e619c467cadccff66067ddbd22,Neotech Srl,bidder,,Bucuresti
RO_body_51d9ef79ef198324c68e0400ae72e0a7ccc033e0e2c0063319e5b643ca05b97e,Neramo Distribution S.R.L.,bidder,,Craiova
EU_body_51d9ef79ef198324c68e0400ae72e0a7ccc033e0e2c0063319e5b643ca05b97e,Neramo Distribution Srl,bidder,,Craiova
RO_body_5caa70a65b0d3e96c3ba460f0abb6ac098470555efd81d40e38030d9bf859df9,Nerotherm S.R.L.,bidder,,Braila
RO_body_338ab9b275dcf5422710eff9ac4f731b36e7808f15511e0fee9bddb0d9138fcb,Nertan Nicolae-Viorel P.F.,bidder,,Cluj Napoca
RO_body_905eeba8a29b01581c4751d514c73e23f91a214ff81f39d96d376f75c3a4b65c,Nesadi Protect S.R.L.,bidder,,Pitesti
EU_body_e8147e1a7c5321f0aba77bc7fc7bf300ec001429c83aa9dd1d0035e306a04168,Ness Romania S.R.L.,bidder,,Iasi
RO_body_703075d75278429a86d692c47d2916e28ff66273dfefdd6dc34a7fa3cdf0d3a4,Ness Romania S.R.L.,bidder,,Iasi
EU_body_97036fa42c0193997252c1300f2534e89b3da30645b67996cd681a8901c840fe,Net Brinel S.A.,bidder,,Cluj Napoca
hash::group_RO_body_8d32079fb8299d7703f700ccfb30cf6dcd8042cfe276d0b4e282763c55adea74,Net Brinel S.A.,bidder,,Cluj Napoca
EU_body_7e51121b6ae140b284453a4eb71884f93492995b4071ef50a1b298c0cef3296f,Net Consulting S.R.L.,bidder,,Bucuresti
RO_body_87fecb2c80ad58967674290abc30759bc0bf0e2578c4f0a8ad25f7e6f380bf3b,Netcom Activ S.R.L.,bidder,,Suceava
RO_body_a48f30538286fbbafcd920352f510178daab4df7e86056ddcb6c848e75b92c63,Netcomp S.R.L.,bidder,,Miercurea Ciuc
hash::group_RO_body_fbc884c5603d9957d0ff919e8dd7799667cbf4b0c501ebd5ade3a38f77565a51,Netix Computers S.R.L.,bidder,,Craiova
RO_body_f401de25a45f1aedbc3a2949c31271b79458df8f2eeafee093cdf93457ee10e2,Netland Computers S.R.L.,bidder,,Ploiesti
RO_body_c9e0650dcca5117d49de580f882be7d4d5be4b288f8ac94bccf387d672ba7ed4,Netprosper S.R.L.,bidder,,Slatina
RO_body_58b73a842e66ab84fe71b8ccff95792c1be12f960a8c8cfbf0a674793226bd6b,Netsoft S.R.L.,bidder,,Targu Mures
RO_body_7a6de02c96c860a269313fdd97f77052e106b0acdfde22cd43d0f5be11d9fd88,Netsys Consult S.R.L.,bidder,,Ploiesti
RO_body_1e291a3353460a5b0fa5ed14d71689e84f04f8b67a3fa18a64eeab617a7f0594,Netsystem S.R.L.,bidder,,Oradea
RO_body_443cbb014ebfd6a644ce1b93081c7d35565842bfb807c30bfbfbe2bb8d4d68c9,Netwave S.R.L.,bidder,,Buzau
RO_body_1d9a41cb82abd74a3e7e6a796ca10d8fdbca8041867397cba1fd746c539aecfc,Network Medical Solution S.R.L.,bidder,,Bucuresti Sectorul 2
RO_body_cfdc981b002cf1288ae751ac2a110ef7d074c1a674bc9f6230b4f7cfb2d9274a,Network Systems Solutions S.R.L.,bidder,,Constanta
RO_body_8906ef379d3019840218aaebe1327e6ee692edc4ef94c8e09c5d0882640d618b,Neutroclima S.R.L.,bidder,,Constanta
RO_body_244c49ad1069fdb765f404da9e4ddeb2eee03e9d8a96a9f0198d094ea339a9b6,Nevada Group Invest S.R.L.,bidder,,Pitesti
